name,stars,city,state_name,party,education,salary,median_rent_2025_10_31,population_density
Saxbys,3.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Just Love Coffee Cafe - Music Row,4.0,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
House Cup Cafe,5.0,Havertown,Pennsylvania,Democrat,,60698.0,,
McDonald's,2.0,Conshohocken,Pennsylvania,Democrat,55.4,117330.0,2378.5670794633643,
Dunkin',2.5,Valrico,Florida,Republican,39.6,98451.0,2396.349170437405,
Feast: The Cafe at Field + Fort,4.0,Summerland,California,Democrat,38.6,133083.0,,
South Philly Barbacoa,4.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Rocket 88 Doughnuts,4.0,Indianapolis,Indiana,Democrat,35.3,62995.0,1376.034945102525,913.0
Landlocked Baking Co.,4.5,Indianapolis,Indiana,Democrat,35.3,62995.0,1376.034945102525,913.0
Einstein Bros Bagels,3.0,Indianapolis,Indiana,Democrat,35.3,62995.0,1376.034945102525,913.0
Wawa,3.5,Langhorne,Pennsylvania,Republican,45.2,95568.0,2732.1,
Tower Taco,4.0,Saint Louis,Missouri,Democrat,,55279.0,,
Dunkin',3.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
The Korean Rose,4.5,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
Green Line Cafe,4.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Crêpe n'Dip,4.5,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
McDonald's,3.5,New Port Richey,Florida,Republican,31.3,46160.0,1753.8333333333333,
Einstein Bros. Bagels,3.0,Clearwater,Florida,Republican,38.5,64440.0,1956.247155052128,1727.0
McDonald's,2.0,Wesley Chapel,Florida,Republican,31.3,107004.0,2225.93855222764,
Lighthouse Doughnuts,3.5,Indian Rocks Beach,Florida,Republican,38.5,98279.0,3046.3888888888887,
Trust,5.0,St. Louis,Missouri,Democrat,46.7,55279.0,,1943.0
Godiva Chocolatier,4.5,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
Coffee &,4.0,Harvey,Louisiana,Republican,31.2,43524.0,1309.2763532763531,
Starbucks,3.5,Reno,Nevada,Democrat,37.3,78448.0,1895.051309846432,920.0
Teavana,4.5,Fairview Heights,Illinois,Democrat,34.2,77960.0,892.5,
Starbucks,3.5,Santa Barbara,California,Democrat,38.6,101672.0,3646.9091098603294,
McDonald's,2.0,Indianapolis,Indiana,Democrat,35.3,62995.0,1376.034945102525,913.0
Circle K,1.5,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
McDonald's,1.5,Lutz,Florida,Republican,39.6,114516.0,2055.789287749288,
McDonald's,2.5,Seminole,Florida,Republican,38.5,77335.0,2247.2611111111114,
E&B Coffee Roasters,4.5,Nolensville,Tennessee,Republican,65.8,170068.0,2958.472222222222,
Twisted Kitchen,3.0,Hatfield,Pennsylvania,Democrat,,72070.0,1615.111111111111,
McDonald's,1.0,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
Juanita's Mexican Cuisine,4.0,Riverton,New Jersey,Democrat,42.1,126818.0,,
Zhong Gang Bakery,3.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Mad Chiller World,4.5,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
Kolache Factory,4.0,Brentwood,Missouri,Democrat,46.7,86641.0,1751.7460317460318,
Dunkin',4.0,Huntingdon Valley,Pennsylvania,Democrat,,60698.0,1954.0,
Circle K,2.5,Marana,Arizona,Democrat,37.9,108256.0,2097.519841269841,
Bovaconti Coffee,4.5,Indianapolis,Indiana,Democrat,35.3,62995.0,1376.034945102525,913.0
Dunkin',2.0,Spring Hill,Florida,Republican,22.1,66557.0,1896.568681988972,
Pure Fare,3.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Abbey Coffee House,3.5,Indianapolis,Indiana,Democrat,35.3,62995.0,1376.034945102525,913.0
The Bowery Vault,5.0,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
Berix Coffee & Deli,4.5,Saint Louis,Missouri,Democrat,,55279.0,,
Dunkin' Donuts,2.0,Burlington,New Jersey,Democrat,,78009.0,,
Wellington Square Bookshop,4.5,Exton,Pennsylvania,Democrat,58.0,121189.0,2224.408187134503,
Euphorbia Kava Bar,4.5,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
Speedway,2.5,Zionsville,Indiana,Republican,53.1,159126.0,1692.1625,
Tim Hortons Cafe & Bake Shop,3.0,Frontenac,Missouri,Democrat,46.7,225813.0,,
Nadoz Bakery Cafe,3.5,Saint Louis,Missouri,Democrat,,55279.0,,
Mary's Gourmet Donut Shoppe,4.5,Bristol,Pennsylvania,Republican,,70595.0,1622.25,
McDonald's,1.5,Woodbury,New Jersey,Republican,37.6,74769.0,2549.5,
Palmera  Coffee,4.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Nonno's Italian Coffee Parlor,4.0,Doylestown,Pennsylvania,Republican,,93672.0,2597.1666666666665,
Starbucks,5.0,St Louis,Missouri,Democrat,,55279.0,1297.475912635836,
Kurant Brew & Brew,4.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Mina's World,4.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
The Hall on Franklin,4.0,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
Blush Tea and Coffee,5.0,St. Petersburg,Florida,Republican,38.5,73118.0,,1632.0
Roots of the Sun,5.0,Saint Petersburg,Florida,Republican,,71302.0,,
Tea Lounge,4.5,Clearwater,Florida,Republican,38.5,64440.0,1956.247155052128,1727.0
Gypsy Souls Coffeehouse,4.5,Saint Petersburg,Florida,Republican,,71302.0,,
Cosi,3.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Dunkin',2.0,St Louis,Missouri,Democrat,,55279.0,1297.475912635836,
Foundation Grounds Coffeehouse & Cafe,4.0,Maplewood,Missouri,Democrat,46.7,65510.0,1205.2407407407406,
Wawa,3.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Jupiter Donuts Of Largo,4.5,Largo,Florida,Republican,38.5,60465.0,1787.582052090859,
Frothy Monkey,4.0,Franklin,Tennessee,Republican,65.8,115000.0,2052.104521404521,
Pax Treme,4.5,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
Dunkin Donuts,2.5,Berlin,New Jersey,Democrat,38.8,101008.0,,
Wawa,3.0,Drexel Hill,Pennsylvania,Democrat,44.4,87993.0,1913.0555555555557,
Richboro Coffee,4.0,Richboro,Pennsylvania,Republican,45.2,153691.0,,
McDonald's,2.5,West Chester,Pennsylvania,Democrat,58.0,81492.0,2121.137626262627,
McDonald's,2.0,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
Hi Point Coffee & Cafe,4.0,Reno,Nevada,Democrat,37.3,78448.0,1895.051309846432,920.0
The Monkey & The Elephant,4.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Blue Ice Creamery,4.0,East Alton,Illinois,Republican,32.0,46926.0,,
WFM Coffee Bar,3.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
The Daily Bagel,4.5,Reno,Nevada,Democrat,37.3,78448.0,1895.051309846432,920.0
Dunkin',2.0,Collegeville,Pennsylvania,Democrat,55.4,88992.0,2583.753703703704,
The Reservoir Cafe,4.0,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
McDonald's,3.5,Indianapolis,Indiana,Democrat,35.3,62995.0,1376.034945102525,913.0
French Press Coffee House,3.0,Metairie,Louisiana,Republican,31.2,73256.0,1645.3324786324786,
Starbucks,2.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Washington Crossing Coffee Inc,4.0,Pennington,New Jersey,Democrat,47.3,171282.0,2738.6666666666665,
Dunkin',1.5,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
McDonald's,1.5,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
Cafe Latte,4.0,Franklin,Tennessee,Republican,65.8,115000.0,2052.104521404521,
Cafe Artemisa,4.0,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
Rivster's on High,5.0,Pottstown,Pennsylvania,Democrat,55.4,56174.0,1755.439393939394,
Silver Whistle Café,4.0,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
Union Teller Coffee Counter,4.5,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
Wawa,3.5,Langhorne,Pennsylvania,Republican,45.2,95568.0,2732.1,
Starbucks,4.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Starbucks,3.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Starbucks,2.0,St. Louis,Missouri,Democrat,46.7,55279.0,,1943.0
Crave,3.0,St. Louis,Missouri,Democrat,46.7,55279.0,,1943.0
Starbucks,1.5,Smyrna,Tennessee,Republican,36.6,78409.0,1682.256728778468,
Fluffy's Rolled Ice,4.5,Pinellas Park,Florida,Republican,38.5,62043.0,2039.4087024087028,
Bad Ass Coffee,4.0,Redington Shores,Florida,Republican,38.5,101518.0,2925.0,
McDonald's,2.0,Woodlyn,Pennsylvania,Democrat,44.4,71978.0,,
Art Monkey,3.5,Lithia,Florida,Republican,,71302.0,2419.722222222222,
Starbucks,1.5,Indianapolis,Indiana,Democrat,35.3,62995.0,1376.034945102525,913.0
MisterLino,3.5,Speedway,Indiana,Democrat,35.3,57158.0,1667.75,
Starbucks,3.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Killebrew Coffee,4.0,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
Krispy Kreme,3.0,Fenton,Missouri,Democrat,46.7,97991.0,1656.9047619047622,
Dunkin',1.5,Wilmington,Delaware,Democrat,38.7,55269.0,1756.0830026455026,
Mr Joe's Cafe,4.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
McDonald's,2.0,Brandon,Florida,Republican,39.6,77068.0,1944.9896640826876,
Crushcakes & Cafe,3.5,Carpinteria,California,Democrat,38.6,104233.0,4234.166666666667,
Benedict's Family Restaurant,4.5,Dunedin,Florida,Republican,38.5,68068.0,2087.5775446775447,
Starbucks,4.5,Meridian,Idaho,Republican,46.3,98686.0,2015.2290262803235,
Freddie G's Chicken And Waffle,3.5,St Louis,Missouri,Democrat,,55279.0,1297.475912635836,
McDonald's,3.5,Meridian,Idaho,Republican,46.3,98686.0,2015.2290262803235,
HoiTea ToiTea,3.5,Indianapolis,Indiana,Democrat,35.3,62995.0,1376.034945102525,913.0
Transit Tea,5.0,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
Luna Cafe,4.5,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
Southie Coffee,4.5,Clearwater,Florida,Republican,38.5,64440.0,1956.247155052128,1727.0
Starbucks,3.0,Sahuarita,Arizona,Democrat,37.9,100719.0,1911.47095959596,
Starbucks,3.5,Land O' Lakes,Florida,Republican,31.3,98648.0,,
Duck Donuts King Of Prussia,4.5,King of Prussia,Pennsylvania,Democrat,55.4,86149.0,2166.7329901329904,
Wawa,3.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Cuban Mexican Restaurant,3.5,Clearwater,Florida,Republican,38.5,64440.0,1956.247155052128,1727.0
Bright Eyes Meridian,4.5,Meridian,Idaho,Republican,46.3,98686.0,2015.2290262803235,
Starbucks,3.5,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
Wawa,3.5,St. Petersburg,Florida,Republican,38.5,73118.0,,1632.0
7-Eleven,3.0,Saint Louis,Missouri,Democrat,,55279.0,,
Rival Bros Coffee,4.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Starbucks,3.5,Indianapolis,Indiana,Democrat,35.3,62995.0,1376.034945102525,913.0
Dunkin',2.5,Clearwater,Florida,Republican,38.5,64440.0,1956.247155052128,1727.0
Dunkin',2.0,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
Starbucks,3.5,Hendersonville,Tennessee,Republican,35.1,91503.0,1604.2083028083027,
Antigua Coffee,4.5,Meridian,Idaho,Republican,46.3,98686.0,2015.2290262803235,
Cake & Joe,4.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
The Eagle Cafe,2.5,St. Petersburg,Florida,Republican,38.5,73118.0,,1632.0
Cafe Apamate,3.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Oakberry Açaí Bowls and Smoothies,4.5,Santa Barbara,California,Democrat,38.6,101672.0,3646.9091098603294,
The Left Bank Bistro,4.0,Saint Petersburg,Florida,Republican,,71302.0,,
Starbucks,3.0,Media,Pennsylvania,Democrat,44.4,86219.0,1922.0873015873012,
Dunkin',1.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
BOX - Bongo & Bakery on 10th,4.0,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
Buenavida - tucson,3.5,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
Cafe Beignet - St. Peter,3.5,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
UDairy Creamery Market,4.5,Wilmington,Delaware,Democrat,38.7,55269.0,1756.0830026455026,
McDonald's,2.0,Plainfield,Indiana,Republican,37.1,85074.0,1703.8148148148148,
Puccino's,2.0,Metairie,Louisiana,Republican,31.2,73256.0,1645.3324786324786,
Old Town Coffee,4.0,Goleta,California,Democrat,38.6,118039.0,3642.484920634921,
The Great Catch - Zephyrhills,3.5,Zephyrhills,Florida,Republican,31.3,49295.0,1854.3201058201057,
Abandoned Luncheonette,4.5,Moorestown,New Jersey,Democrat,,91000.0,,
Plenty Café,3.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Wawa,4.0,Bensalem,Pennsylvania,Republican,,60698.0,1804.6603174603176,
Pike Creek Coffee Roasterie,5.0,Newark,Delaware,Democrat,38.7,71373.0,2153.965643274854,
Dunkin' Donuts,2.0,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
McDonald's,1.5,Cherry Hill,New Jersey,Democrat,38.8,91000.0,2419.9864433811804,
Dunkin',4.0,Somerdale,New Jersey,Democrat,38.8,79101.0,1754.0,
Cake and the Beanstalk,4.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Tampa Bay Cafe & Bar,2.0,Clearwater,Florida,Republican,38.5,64440.0,1956.247155052128,1727.0
Teavana,3.0,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
Highpointe Performance Cafe,4.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Tres Bonne Cuisine,4.0,Boise,Idaho,Republican,46.3,76402.0,1769.288449703903,
Frothy Monkey,4.0,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
CR Coffee Shop,4.5,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
McDonald's,1.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
sucrose,4.5,Saint Charles,Missouri,Republican,,55279.0,,
Ava's Ice Cream and Water Ice,5.0,Collegeville,Pennsylvania,Democrat,55.4,88992.0,2583.753703703704,
Queen's Cuisine,5.0,Edwardsville,Illinois,Republican,32.0,92671.0,1571.0952380952378,
Starbucks,3.5,Clearwater,Florida,Republican,38.5,64440.0,1956.247155052128,1727.0
Dunkin',1.5,Edgewater Park,New Jersey,Democrat,,91000.0,,
The West Chester Coffee & Ice Cream Bar,4.0,West Chester,Pennsylvania,Democrat,58.0,81492.0,2121.137626262627,
Dunkin',4.5,Washington Crossing,Pennsylvania,Republican,,60698.0,,
Dunkin',2.0,Holland,Pennsylvania,Republican,,60698.0,,
Bongo Java Cafe,4.5,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
Circle K,2.0,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
Ming Ming Tea Cafe,4.5,St. Petersburg,Florida,Republican,38.5,73118.0,,1632.0
Dunkin',2.5,Saint Petersburg,Florida,Republican,,71302.0,,
McDonald's,1.5,Gilbertsville,Pennsylvania,Democrat,55.4,117426.0,,
McDonald's,2.0,Goodlettsville,Tennessee,Republican,35.1,65898.0,1786.8333333333333,
Dunkin',1.5,Trevose,Pennsylvania,Republican,45.2,83108.0,,
Reading Room Restaurant,4.5,Saint Petersburg,Florida,Republican,,71302.0,,
Silver Spoon Eatery,5.0,Virginia City,Nevada,Republican,,108214.0,,
Mountain Timber Coffee,4.5,Meridian,Idaho,Republican,46.3,98686.0,2015.2290262803235,
Wawa,3.5,Malvern,Pennsylvania,Democrat,58.0,106638.0,2467.1635327635327,
La Mademoiselle Macaron,4.5,Mullica Hill,New Jersey,Republican,37.6,133750.0,,
Wawa,3.0,Havertown,Pennsylvania,Democrat,,60698.0,,
SWEET CECE'S MT JULIET,4.5,Mount Juliet,Tennessee,Republican,40.2,107847.0,2179.7969498910675,
Foundation Coffee Co.,4.5,Tampa Bay,Florida,Republican,,71302.0,,
St. Pete Bagel Co.,4.0,Kenneth City,Florida,Republican,38.5,49375.0,,
Starbucks,2.5,St. Charles,Missouri,Republican,43.4,85522.0,,
Wet Hen Cafe,4.5,Reno,Nevada,Democrat,37.3,78448.0,1895.051309846432,920.0
Montecito Coffee Shop,3.5,Santa Barbara,California,Democrat,38.6,101672.0,3646.9091098603294,
Zen Tea House,4.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Pétrus Ky Café,4.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Coco's West Italian Restaurant,3.0,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
Yogurt In Love,3.5,Plainfield,Indiana,Republican,37.1,85074.0,1703.8148148148148,
Wawa,3.0,Lafayette Hill,Pennsylvania,Democrat,,60698.0,,
Darrin's Coffee Company,4.5,Indianapolis,Indiana,Democrat,35.3,62995.0,1376.034945102525,913.0
Strange Brew,4.5,Greenwood,Indiana,Republican,38.0,78765.0,1632.2466230936818,
The Sand Stand,4.0,Medford Lakes,New Jersey,Democrat,42.1,151190.0,,
Wawa,3.0,Clearwater,Florida,Republican,38.5,64440.0,1956.247155052128,1727.0
Copper Moon Coffee,2.0,Indianapolis,Indiana,Democrat,35.3,62995.0,1376.034945102525,913.0
The Rook Cafe,4.5,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
McDonald's,2.0,Meridian,Idaho,Republican,46.3,98686.0,2015.2290262803235,
Wilko,3.5,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
Caribou Coffee,4.5,Indianapolis,Indiana,Democrat,35.3,62995.0,1376.034945102525,913.0
Gourmet Grind,3.5,Reno,Nevada,Democrat,37.3,78448.0,1895.051309846432,920.0
Dunkin',2.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
The Perks of Life,4.5,Eagle,Idaho,Republican,46.3,118037.0,1985.2402777777777,
Stompin' Grounds Coffee House,4.5,Hendersonville,Tennessee,Republican,35.1,91503.0,1604.2083028083027,
The Edge,3.0,Boise,Idaho,Republican,46.3,76402.0,1769.288449703903,
Figuero's Coffee & Gourmet Specialties,4.0,Saint Charles,Missouri,Republican,,55279.0,,
McDonald's,1.5,Riverview,Florida,Republican,39.6,95442.0,2171.145685305324,
Kitchen House Coffee,4.5,St. Louis,Missouri,Democrat,46.7,55279.0,,1943.0
Southside Coffee,5.0,Saint Petersburg,Florida,Republican,,71302.0,,
Dunkin',2.0,West Chester,Pennsylvania,Democrat,58.0,81492.0,2121.137626262627,
Quick Chek,2.0,Trenton,New Jersey,Democrat,47.3,47102.0,2197.5047619047623,
McDonald's,2.0,Mount Ephraim,New Jersey,Democrat,38.8,95137.0,,
PJ's Coffee,4.0,River Ridge,Louisiana,Republican,31.2,84464.0,,
Dunkin',3.0,Saint Pete Beach,Florida,Republican,,71302.0,,
Cafe Zope,4.0,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
Betty's Speakeasy,4.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Main Street Bistro,4.5,Hendersonville,Tennessee,Republican,35.1,91503.0,1604.2083028083027,
Arizona Pizza Company,3.5,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
Nespresso Boutique at Bloomingdales,4.5,King of Prussia,Pennsylvania,Democrat,55.4,86149.0,2166.7329901329904,
La Deja Vu Bistro,4.5,Saint Petersburg,Florida,Republican,,71302.0,,
Wawa,4.0,Largo,Florida,Republican,38.5,60465.0,1787.582052090859,
Urban Fort Play ,4.5,St. Louis,Missouri,Democrat,46.7,55279.0,,1943.0
Duck Donuts,4.5,Meridian,Idaho,Republican,46.3,98686.0,2015.2290262803235,
Normal Coffee,5.0,Indianapolis,Indiana,Democrat,35.3,62995.0,1376.034945102525,913.0
Dunkin',2.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Satsuma Café,4.0,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
Bagelissimo,4.0,Bordentown,New Jersey,Democrat,,91208.0,,
Starbucks,2.5,Wilmington,Delaware,Democrat,38.7,55269.0,1756.0830026455026,
Muddy Water Kava & Tea,4.5,Saint Petersburg,Florida,Republican,,71302.0,,
Dunkin' Donuts,2.0,Harvey,Louisiana,Republican,31.2,43524.0,1309.2763532763531,
Starbucks,2.5,Burlington,New Jersey,Democrat,,78009.0,,
Starbucks,3.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Java Downtown Boise,4.0,Boise,Idaho,Republican,46.3,76402.0,1769.288449703903,
Alia's Coffee House,4.0,Boise,Idaho,Republican,46.3,76402.0,1769.288449703903,
My Favorite Muffin & Bagel Cafe,3.5,Reno,Nevada,Democrat,37.3,78448.0,1895.051309846432,920.0
Dunkin',1.5,Pottstown,Pennsylvania,Democrat,55.4,56174.0,1755.439393939394,
Metropolitan Bakery,3.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Simply Sweet Shoppe,4.5,Carmel,Indiana,Republican,62.7,134602.0,1827.6327732974908,
Starbucks,3.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Starbucks,3.0,Sparks,Nevada,Democrat,37.3,86979.0,1964.762212770985,
Zing Cafe,4.0,Carmel,Indiana,Republican,62.7,134602.0,1827.6327732974908,
Luna Grill & Coffee,5.0,Pinellas,Florida,Republican,,71302.0,,
Perks Coffee & Cafe,4.5,Metairie,Louisiana,Republican,31.2,73256.0,1645.3324786324786,
Starbucks,3.5,Trinity,Florida,Republican,31.3,113125.0,,
Wawa,4.0,Moorestown,New Jersey,Democrat,,91000.0,,
Cube Tea Studio,5.0,Saint Louis,Missouri,Democrat,,55279.0,,
McDonald's,2.0,Trenton,New Jersey,Democrat,47.3,47102.0,2197.5047619047623,
Mastry's Brewing,4.5,Saint Pete Beach,Florida,Republican,,71302.0,,
Twist Smokeshop & Kava Bar,3.5,Brandon,Florida,Republican,39.6,77068.0,1944.9896640826876,
Fonda La Hermanita,5.0,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
Cakepop Heaven,4.5,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
McDonald's,1.5,Des Peres,Missouri,Democrat,46.7,214167.0,,
French Truck Coffee,4.0,Metairie,Louisiana,Republican,31.2,73256.0,1645.3324786324786,
Urban Bungalow,5.0,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
Starbucks,2.0,Clearwater,Florida,Republican,38.5,64440.0,1956.247155052128,1727.0
Cafe L'Aube,4.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
The Corner Store,4.5,Plant City,Florida,Republican,39.6,64536.0,2014.522077922078,
Five Points Coffee,4.5,Upper Darby,Pennsylvania,Democrat,,60698.0,1262.75,
Starbucks,3.5,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
Starbucks,3.0,Smyrna,Tennessee,Republican,36.6,78409.0,1682.256728778468,
Milk & Honey Tea Room,3.0,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
Tea Leaf,4.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Dunkin',2.5,Moorestown,New Jersey,Democrat,,91000.0,,
Dunkin',2.0,Riverview,Florida,Republican,39.6,95442.0,2171.145685305324,
Café Loftus Downtown,3.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Fermented Tea Company,5.0,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
Chai Mixology,4.5,St Petersburg,Florida,Republican,,71302.0,2063.6960586694618,
Sweet Dreams Bakery And Bubble Tea,4.5,Franklin,Tennessee,Republican,65.8,115000.0,2052.104521404521,
Cafe 615 Home of Da Wabbit,4.0,Gretna,Louisiana,Republican,31.2,46045.0,1570.4761904761906,
Wink's World Famous Buttermilk Drop Bakery & Bistro,4.0,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
Ruby Slipper Cafe,4.0,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
Starbucks,3.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Alma Cafe,4.5,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
Quick Chek,3.0,Trenton,New Jersey,Democrat,47.3,47102.0,2197.5047619047623,
Fuzzy's Taco Shop,3.0,Webster Groves,Missouri,Democrat,46.7,110716.0,1882.222222222222,
Global Coffee,4.5,Reno,Nevada,Democrat,37.3,78448.0,1895.051309846432,920.0
McDonald's,2.0,Clifton Heights,Pennsylvania,Democrat,44.4,69940.0,1491.829365079365,
Java House Coffee Bar,4.5,Carmel,Indiana,Republican,62.7,134602.0,1827.6327732974908,
Gloria Jean's Coffee,3.5,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
Kahwa Coffee,3.5,Dunedin,Florida,Republican,38.5,68068.0,2087.5775446775447,
Crossroads Coffee House,4.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Cafe Nova,4.5,Saint Louis,Missouri,Democrat,,55279.0,,
HubBub Coffee,3.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
The Coffee Bean & Tea Leaf,3.0,Santa Barbara,California,Democrat,38.6,101672.0,3646.9091098603294,
Fat Boy Pantry,4.5,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
